SKU Accounting Flag,S.No,Notes,Keying Remarks,ATS_ID,Item ID,Terminal Node Name,PSF ID,Article,Brand,Global Description,Manufacturer Name,Manufacturer Part Number,GEDI Model Taxonomy,Manufacturer Part No,Additional Mfr Part No,Data Source Status,HTML,PT Sourced PDF,PT Sourced PDF_Page No,RS Website,RS PDF,Data Sourcing Remarks,Attrname1,AttrValue1,AttrUnit1,Attrname2,AttrValue2,AttrUnit2,Attrname3,AttrValue3,AttrUnit3,Attrname4,AttrValue4,AttrUnit4,Attrname5,AttrValue5,AttrUnit5,Attrname6,AttrValue6,AttrUnit6,Attrname7,AttrValue7,AttrUnit7,Attrname8,AttrValue8,AttrUnit8,Attrname9,AttrValue9,AttrUnit9,Attrname10,AttrValue10,AttrUnit10,Attrname11,AttrValue11,AttrUnit11,Attrname12,AttrValue12,AttrUnit12,Attrname13,AttrValue13,AttrUnit13,Attrname14,AttrValue14,AttrUnit14,Attrname15,AttrValue15,AttrUnit15,Attrname16,AttrValue16,AttrUnit16,Attrname17,AttrValue17,AttrUnit17,Attrname18,AttrValue18,AttrUnit18,Attrname19,AttrValue19,AttrUnit19,Attrname20,AttrValue20,AttrUnit20,Attrname21,AttrValue21,AttrUnit21,Attrname22,AttrValue22,AttrUnit22,Attrname23,AttrValue23,AttrUnit23,Attrname24,AttrValue24,AttrUnit24,Attrname25,AttrValue25,AttrUnit25,Attrname26,AttrValue26,AttrUnit26,Attrname27,AttrValue27,AttrUnit27,Attrname28,AttrValue28,AttrUnit28,Attrname29,AttrValue29,AttrUnit29,Attrname30,AttrValue30,AttrUnit30,Attrname31,AttrValue31,AttrUnit31,Attrname32,AttrValue32,AttrUnit32,Attrname33,AttrValue33,AttrUnit33,Attrname34,AttrValue34,AttrUnit34,Attrname35,AttrValue35,AttrUnit35,Attrname36,AttrValue36,AttrUnit36,Attrname37,AttrValue37,AttrUnit37,Attrname38,AttrValue38,AttrUnit38,Attrname39,AttrValue39,AttrUnit39,Attrname40,AttrValue40,AttrUnit40,Attrname41,AttrValue41,AttrUnit41,Attrname42,AttrValue42,AttrUnit42,Attrname43,AttrValue43,AttrUnit43,Attrname44,AttrValue44,AttrUnit44,Attrname45,AttrValue45,AttrUnit45,Attrname46,AttrValue46,AttrUnit46,Attrname47,AttrValue47,AttrUnit47,Attrname48,AttrValue48,AttrUnit48,Attrname49,AttrValue49,AttrUnit49,Attrname50,AttrValue50,AttrUnit50,Attrname51,AttrValue51,AttrUnit51,Attrname52,AttrValue52,AttrUnit52,Attrname53,AttrValue53,AttrUnit53,Attrname54,AttrValue54,AttrUnit54,Attrname55,AttrValue55,AttrUnit55,Attrname56,AttrValue56,AttrUnit56,Legacy,RS Site,Not in LOV,Decision Log Code,Fill Rate,Keying User,Overall Status
Build_011916_Altius,240,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012819,14636427,RF Couplers,PSF_437184,9161684,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,776D-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,776D-R-50C-011-3,776D-R-50C-011-3,Found,http://www.keysight.com/en/pd-1000001724%3Aepsg%3Apro-pn-776D/coaxial-dual-directional-coupler-094-to-190-ghz?cc=IN&lc=eng|http://www.keysight.com/en/pd-1081716-pn-R-50C-011-3/agilent-calibration-upfront-support-plan-3-year-coverage?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5990-5353EN.pdf?id=1850620,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0.94 to 1.9,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.15,,Maximum Insertion Loss,<0.35,dB,Connector Type,,,Average Power Rating,50,W,Peak Power Rating,500,W,Operating Temperature Range,,,Dimensions,,,Weight,,,Minimum Frequency,0.94,GHz,Height,,,Minimum Operating Temperature,,,Width,,,Length,,,Maximum Frequency,1.9,GHz,Model Number (p),776D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Dhanapal S,Completed
Build_011916_Altius,241,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012821,14636431,RF Couplers,PSF_437184,9161696,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,777D-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,777D-R-50C-011-3,777D-R-50C-011-3,Found,http://www.keysight.com/en/pd-1000001725%3Aepsg%3Apro-pn-777D/coaxial-dual-directional-coupler-19-ghz-to-4-ghz?pm=OP&nid=-32702.536879997&cc=MY&lc=eng|http://www.keysight.com/en/pd-1081716-pn-R-50C-011-3/agilent-calibration-upfront-support-plan-3-year-coverage?nid=-35734.734124&cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5990-5353EN.pdf?id=1850620,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,1.9 to 4,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.2,,Maximum Insertion Loss,<0.75,dB,Connector Type,Type-N Female;Type-N Male,,Average Power Rating,50,W,Peak Power Rating,500,W,Operating Temperature Range,,,Dimensions,225.4 x 28.6 x 63.5,mm,Weight,,,Minimum Frequency,1.9,GHz,Height,63.5,mm,Minimum Operating Temperature,,,Width,28.6,mm,Length,225.4,mm,Maximum Frequency,4,GHz,Model Number (p),777D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Dhanapal S,Completed
Build_011916_Altius,242,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012823,14636435,RF Couplers,PSF_437184,9161700,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,778D-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,778D-R-50C-011-3,778D-R-50C-011-3,Found,http://www.keysight.com/en/pd-1000001726%3Aepsg%3Apro-pn-778D/coaxial-dual-directional-coupler-100-mhz-to-2-ghz?cc=IN&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536879998.3.00&lc=eng&cc=IN&ckey=1000030405%3Aepsg%3Adow&pubno=5952-8133&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,100 to 2000,MHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.1,,Maximum Insertion Loss,0.6,dB,Connector Type,Type-N Female (Output);Type-N Male (Input),,Average Power Rating,50,W,Peak Power Rating,500,W,Operating Temperature Range,,,Dimensions,425 x 111 x 30,mm,Weight,1.5,kg,Minimum Frequency,100,MHz,Height,30,mm,Minimum Operating Temperature,,,Width,111,mm,Length,425,mm,Maximum Frequency,2000,MHz,Model Number (p),778D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Dhanapal S,Completed
Build_011916_Altius,243,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012947,14634679,RF Couplers,PSF_437184,9157111,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87300B-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87300B-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002267%3Aepsg%3Apro-pn-87300B/coaxial-directional-coupler-1-ghz-to-20-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5091-6188E.pdf?id=1000030293:epsg:dow,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,1 to 20,GHz,Frequency Sensitivity,±0.35,dB,Coupling,10,dB,Maximum VSWR,1.35,,Maximum Insertion Loss,<1.5,dB,Connector Type,SMA Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,88.9 x 13.5 x 30.4,mm,Weight,74,g,Minimum Frequency,1,GHz,Height,30.4,mm,Minimum Operating Temperature,,,Width,13.5,mm,Length,88.9,mm,Maximum Frequency,20,GHz,Model Number (p),87300B,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,244,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012949,14634683,RF Couplers,PSF_437184,9157118,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87300C-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87300C-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002268%3Aepsg%3Apro-pn-87300C/coaxial-directional-coupler-1-ghz-to-265-ghz?cc=SG&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536880009.3.00&lc=eng&cc=IN&ckey=1000030293%3Aepsg%3Adow&pubno=5091-6188E&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,1 to 26.5,GHz,Frequency Sensitivity,±0.5,dB,Coupling,10,dB,Maximum VSWR,1.5,,Maximum Insertion Loss,<1.7,dB,Connector Type,3.5 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,99.1 x 13.5 x 28.4,mm,Weight,60,g,Minimum Frequency,1,GHz,Height,28.4,mm,Minimum Operating Temperature,,,Width,13.5,mm,Length,99.1,mm,Maximum Frequency,26.5,GHz,Model Number (p),87300C,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,245,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012951,14634687,RF Couplers,PSF_437184,9157120,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87300D-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87300D-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002269%3Aepsg%3Apro-pn-87300D/coaxial-directional-coupler-6-to-265-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5091-6188E.pdf?id=1000030293:epsg:dow,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,6 to 26.5,GHz,Frequency Sensitivity,±0.3,dB,Coupling,10,dB,Maximum VSWR,1.4,,Maximum Insertion Loss,<1.3,dB,Connector Type,3.5 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,52.9 x 13.5 x 28.2,mm,Weight,31.2,g,Minimum Frequency,6,GHz,Height,28.2,mm,Minimum Operating Temperature,,,Width,13.5,mm,Length,52.9,mm,Maximum Frequency,26.5,GHz,Model Number (p),87300D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,246,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012953,14634691,RF Couplers,PSF_437184,9157133,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87301B-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87301B-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002270%3Aepsg%3Apro-pn-87301B/coaxial-directional-coupler-10-to-46-ghz?cc=IN&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536880011.3.00&lc=eng&cc=IN&ckey=1000030293%3Aepsg%3Adow&pubno=5091-6188E&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,10 to 46,GHz,Frequency Sensitivity,±0.3,dB,Coupling,10,dB,Maximum VSWR,1.8,,Maximum Insertion Loss,<1.9,dB,Connector Type,2.92 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,1.88 x 0.4 x 1.14,mm,Weight,28.4,g,Minimum Frequency,10,GHz,Height,1.14,mm,Minimum Operating Temperature,,,Width,0.4,mm,Length,1.88,mm,Maximum Frequency,46,GHz,Model Number (p),87301B,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,247,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012955,14634695,RF Couplers,PSF_437184,9157130,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87301C-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87301C-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002271%3Aepsg%3Apro-pn-87301C/coaxial-directional-coupler-10-to-50-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5091-6188E.pdf?id=1000030293:epsg:dow,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,10 to 50,GHz,Frequency Sensitivity,±0.5,dB,Coupling,10,dB,Maximum VSWR,1.8,,Maximum Insertion Loss,<1.9,dB,Connector Type,2.4 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,1.88 x 0.4 x 1.14,mm,Weight,28.4,g,Minimum Frequency,10,GHz,Height,1.14,mm,Minimum Operating Temperature,,,Width,0.4,mm,Length,1.88,mm,Maximum Frequency,50,GHz,Model Number (p),87301C,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,248,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012957,14634699,RF Couplers,PSF_437184,9157142,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87301D-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87301D-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002272%3Aepsg%3Apro-pn-87301D/coaxial-directional-coupler-1-ghz-to-40-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5091-6188E.pdf?id=1000030293:epsg:dow,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,1 to 40,GHz,Frequency Sensitivity,±1.2,dB,Coupling,13,dB,Maximum VSWR,1.7,,Maximum Insertion Loss,<1.9,dB,Connector Type,2.4 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,50.8 x 10.2 x 28.4,mm,Weight,37,g,Minimum Frequency,1,GHz,Height,28.4,mm,Minimum Operating Temperature,,,Width,10.2,mm,Length,50.8,mm,Maximum Frequency,40,GHz,Model Number (p),87301D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,249,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012959,14634703,RF Couplers,PSF_437184,9157155,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87301E-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87301E-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002273%3Aepsg%3Apro-pn-87301E/coaxial-directional-coupler-2-ghz-to-50-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5091-6188E.pdf?id=1000030293:epsg:dow,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,2 to 50,GHz,Frequency Sensitivity,±0.8,dB,Coupling,10,dB,Maximum VSWR,1.8,,Maximum Insertion Loss,<2,dB,Connector Type,2.4 mm Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,50.8 x 10.2 x 28.4,mm,Weight,34,g,Minimum Frequency,2,GHz,Height,28.4,mm,Minimum Operating Temperature,,,Width,10.2,mm,Length,50.8,mm,Maximum Frequency,50,GHz,Model Number (p),87301E,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Dhanapal S,Completed
Build_011916_Altius,250,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012961,14634707,RF Couplers,PSF_437184,9157152,Keysight Technologies,"Calibration Assurance Plan, 3 years",Keysight Technologies,87310B-R-50C-011-3,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,87310B-R-50C-011-3,,Found,http://www.keysight.com/en/pd-1000002279%3Aepsg%3Apro-pn-87310B/coaxial-hybrid-coupler-90-degree-1-ghz-to-18-ghz?cc=IN&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536880016.3.00&lc=eng&cc=IN&ckey=1000030293%3Aepsg%3Adow&pubno=5091-6188E&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,1 to 18,GHz,Frequency Sensitivity,,,Coupling,3,dB,Maximum VSWR,1.35,,Maximum Insertion Loss,<2,dB,Connector Type,SMA Female,,Average Power Rating,20,W,Peak Power Rating,3,kW,Operating Temperature Range,,,Dimensions,119.4 x 13.2 x 51.2,mm,Weight,148,g,Minimum Frequency,1,GHz,Height,51.2,mm,Minimum Operating Temperature,,,Width,13.2,mm,Length,119.4,mm,Maximum Frequency,18,GHz,Model Number (p),87310B,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Dhanapal S,Completed
Build_011916_Altius,251,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012814,14636417,RF Couplers,PSF_437184,9161671,Keysight Technologies,"Calibration Assurance Plan, 5 years",Keysight Technologies,772D-R-50C-011-5,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,772D-R-50C-011-5,772D-R-50C-011-5,Found,http://www.keysight.com/en/pd-1000001720%3Aepsg%3Apro-pn-772D/coaxial-dual-directional-coupler-2-ghz-to-18-ghz?cc=IN&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536879295.3.00&lc=eng&cc=IN&ckey=1000030446%3Aepsg%3Adow&pubno=5959-8753&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,2 to 18,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.4,,Maximum Insertion Loss,,,Connector Type,APC-7 (Test Port);Type-N Female (Reflected Port),,Average Power Rating,50,W,Peak Power Rating,250,W,Operating Temperature Range,,,Dimensions,39.1 x 13.34 x 4.13,cm,Weight,2.6,kg,Minimum Frequency,2,GHz,Height,4.13,cm,Minimum Operating Temperature,,,Width,13.34,cm,Length,39.1,cm,Maximum Frequency,18,GHz,Model Number (p),772D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Dhanapal S,Completed
Build_011916_Altius,252,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012816,14636421,RF Couplers,PSF_437184,9161678,Keysight Technologies,"Calibration Assurance Plan, 5 years",Keysight Technologies,773D-R-50C-011-5,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,773D-R-50C-011-5,773D-R-50C-011-5,Found,http://www.keysight.com/en/pd-1000001721%3Aepsg%3Apro-pn-773D/coaxial-directional-coupler-2-ghz-to-18-ghz?pm=PL&nid=-32702.536880402&cc=IN&lc=eng,http://www.keysight.com/main/redirector.jspx?action=obs&nid=536880402.3.00&lc=eng&cc=IN&ckey=1000030446%3Aepsg%3Adow&pubno=5959-8753&ltype=LitStation&ctype=EDITORIAL&ml=eng,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,2 to 18,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.27 (Main Line);1.4 (Coupled),,Maximum Insertion Loss,,,Connector Type,APC-7 (Input and Output);Type-N Female (Coupled),,Average Power Rating,100,W,Peak Power Rating,250,W,Operating Temperature Range,,,Dimensions,18.4 x 10.5 x 3,cm,Weight,0.8,kg,Minimum Frequency,2,GHz,Height,3,cm,Minimum Operating Temperature,,,Width,10.5,cm,Length,18.4,cm,Maximum Frequency,18,GHz,Model Number (p),773D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Dhanapal S,Completed
Build_011916_Altius,253,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012818,14636425,RF Couplers,PSF_437184,9161680,Keysight Technologies,"Calibration Assurance Plan, 5 years",Keysight Technologies,775D-R-50C-011-5,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,775D-R-50C-011-5,775D-R-50C-011-5,Found,http://www.keysight.com/en/pd-1000001723%3Aepsg%3Apro-pn-775D/coaxial-dual-directional-coupler-045-to-094-ghz?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5990-5353EN.pdf?id=1850620,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0.45 to 0.94,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.15,,Maximum Insertion Loss,<0.4,dB,Connector Type,Type-N Female;Type-N Male,,Average Power Rating,50,W,Peak Power Rating,500,W,Operating Temperature Range,,,Dimensions,,,Weight,,,Minimum Frequency,0.45,GHz,Height,,,Minimum Operating Temperature,,,Width,,,Length,,,Maximum Frequency,0.94,GHz,Model Number (p),775D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Dhanapal S,Completed
Build_011916_Altius,254,,"Series Matched, Tax Might be Wrong, The Product is Calibration Assurance Plan, So PT Capture the General Specification Value. PT Suggest RF Coupler",ATS16011012820,14636429,RF Couplers,PSF_437184,9161693,Keysight Technologies,"Calibration Assurance Plan, 5 years",Keysight Technologies,776D-R-50C-011-5,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Couplers,776D-R-50C-011-5,776D-R-50C-011-5,Found,http://www.keysight.com/en/pd-1000001724%3Aepsg%3Apro-pn-776D/coaxial-dual-directional-coupler-094-to-190-ghz?cc=IN&lc=eng|http://www.keysight.com/en/pd-2245375-pn-R-50C-011-5/calibration-assurance-plan-five-years?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5990-5353EN.pdf?id=1850620,1,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0.94 to 1.9,GHz,Frequency Sensitivity,,,Coupling,20,dB,Maximum VSWR,1.15,,Maximum Insertion Loss,<0.35,dB,Connector Type,,,Average Power Rating,50,W,Peak Power Rating,500,W,Operating Temperature Range,,,Dimensions,,,Weight,,,Minimum Frequency,0.94,GHz,Height,,,Minimum Operating Temperature,,,Width,,,Length,,,Maximum Frequency,1.9,GHz,Model Number (p),776D,,Maximum Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Dhanapal S,Completed
